OS11T0708000-03	100.0	49	-2	609	463	37	85	8.2e-21	102.8
OS11T0708000-03	69.4	49	-2	609	463	33	81	5.7e-14	80.1
OS11T0708000-03	70.8	48	-2	606	463	36	83	1.7e-13	78.6
OS11T0708000-03	63.3	49	-2	609	463	35	83	4.1e-12	73.9
OS11T0708000-03	63.3	49	-2	609	463	36	84	4.1e-12	73.9
OS01T0703400-01	87.6	338	1	130	1143	13	350	4.3e-178	625.5
OS01T0703400-01	74.9	338	1	130	1143	5	342	1.8e-152	540.4
OS01T0703400-01	73.7	338	1	130	1143	47	384	6.9e-152	538.5
OS01T0703400-01	74.3	338	1	130	1143	5	342	9.1e-152	538.1
OS01T0703400-01	71.9	338	1	130	1143	5	342	4.7e-148	525.8
OS11T0131500-00	45.5	334	-2	1021	20	408	741	2.7e-95	350.1
OS11T0131500-00	45.5	343	-2	1048	20	270	612	1.2e-93	344.7
OS11T0131500-00	45.9	342	-2	1045	20	305	646	1.5e-93	344.4
OS11T0131500-00	46.4	343	-2	1045	20	253	595	9.8e-93	341.7
OS11T0131500-00	45.0	338	-2	1033	20	444	781	4.9e-92	339.3
OS10T0370750-00	43.1	267	-2	784	2	311	577	7.1e-58	226.5
OS10T0370750-00	40.9	252	-2	784	29	325	574	5.3e-53	210.3
OS10T0370750-00	41.6	267	-2	784	2	293	559	2.2e-51	204.9
OS10T0370750-00	42.1	261	-2	781	17	294	554	3.8e-51	204.1
OS10T0370750-00	37.5	251	-2	733	2	292	539	2.4e-45	184.9
OS09T0504700-03	41.5	53	3	408	563	920	972	4.9e-06	53.5
OS09T0504700-03	41.5	53	3	408	563	922	974	4.9e-06	53.5
OS09T0504700-03	41.5	53	3	408	563	931	983	4.9e-06	53.5
OS09T0504700-03	33.3	60	3	405	563	135	194	4.9e-06	53.5
OS09T0504700-03	25.8	186	3	90	563	10	190	4.9e-06	53.5
OS06T0643300-02	83.4	205	3	108	722	1	205	4.7e-84	312.8
OS06T0643300-02	75.6	205	3	108	722	1	203	2.2e-73	277.3
OS06T0643300-02	73.2	205	3	108	722	1	203	2.7e-71	270.4
OS06T0643300-02	41.0	195	3	135	719	4	191	9.0e-35	149.1
OS06T0643300-02	40.1	202	3	108	713	1	196	7.7e-34	146.0
OS01T0176300-00	46.6	539	3	135	1751	122	652	1.5e-139	498.4
OS01T0176300-00	43.1	541	3	399	2015	198	738	7.5e-139	496.1
OS01T0176300-00	41.1	545	3	399	2015	178	722	3.0e-132	474.2
