ENSMUST00000152336.1	60.0	55	1	133	297	1	54	1.9e-08	60.5
ENSMUST00000152336.1	60.0	55	1	133	297	1	54	1.9e-08	60.5
ENSMUST00000152336.1	50.0	56	1	133	297	1	55	1.3e-04	47.8
ENSMUST00000169575.1	90.7	259	1	94	870	8	266	1.5e-129	463.8
ENSMUST00000169575.1	58.9	270	1	94	867	8	277	2.5e-79	297.0
ENSMUST00000149105.1	69.9	479	1	1	1362	2	480	1.4e-175	617.8
ENSMUST00000149105.1	57.6	479	1	1	1362	2	479	6.6e-141	502.7
ENSMUST00000149105.1	37.5	488	1	1	1362	2	489	6.1e-86	320.1
ENSMUST00000149105.1	37.5	488	1	1	1362	2	489	1.0e-85	319.3
ENSMUST00000149105.1	35.2	491	1	1	1353	2	492	5.3e-74	280.4
ENSMUST00000214310.1	63.9	119	2	83	415	33	151	2.7e-30	132.9
ENSMUST00000214310.1	63.9	119	2	83	415	33	151	2.7e-30	132.9
ENSMUST00000214310.1	63.9	119	2	83	415	33	151	2.7e-30	132.9
ENSMUST00000214310.1	63.9	119	2	83	415	33	151	2.7e-30	132.9
ENSMUST00000214310.1	63.9	119	2	83	415	33	151	2.7e-30	132.9
ENSMUST00000163019.7	54.3	313	2	1202	2116	536	848	3.7e-91	337.8
ENSMUST00000163019.7	46.8	325	2	1157	2107	529	853	7.6e-76	287.0
ENSMUST00000163019.7	38.1	318	2	1181	2110	557	874	2.9e-51	205.3
ENSMUST00000163019.7	38.4	318	2	1181	2110	556	873	2.9e-51	205.3
ENSMUST00000163019.7	38.1	318	2	1181	2110	556	873	3.8e-51	204.9
ENSMUST00000203307.1	48.7	117	2	50	376	18	133	2.7e-13	76.3
ENSMUST00000203307.1	48.7	115	2	56	376	20	133	3.6e-13	75.9
ENSMUST00000154823.1	100.0	104	3	279	590	26	129	4.5e-55	215.7
ENSMUST00000154823.1	100.0	104	3	279	590	26	129	4.5e-55	215.7
ENSMUST00000154823.1	100.0	104	3	279	590	26	129	4.5e-55	215.7
ENSMUST00000154823.1	100.0	104	3	279	590	26	129	4.5e-55	215.7
ENSMUST00000154823.1	100.0	104	3	279	590	26	129	4.5e-55	215.7
ENSMUST00000176091.1	84.9	86	3	264	521	199	284	7.4e-33	141.7
ENSMUST00000176091.1	83.7	86	3	264	521	199	284	2.2e-32	140.2
ENSMUST00000176091.1	82.6	86	3	264	521	199	284	6.3e-32	138.7
ENSMUST00000176091.1	82.6	86	3	264	521	199	284	6.3e-32	138.7
ENSMUST00000176091.1	66.3	86	3	264	521	199	284	5.4e-23	109.0
ENSMUST00000159792.7	80.1	161	2	215	697	30	190	4.9e-64	245.7
ENSMUST00000081927.2	61.0	377	3	72	1202	1	376	1.3e-127	458.4
ENSMUST00000081927.2	54.2	382	3	72	1202	1	378	4.0e-108	393.7
ENSMUST00000081927.2	52.6	380	3	72	1202	1	376	3.7e-106	387.1
ENSMUST00000081927.2	53.5	381	3	72	1202	1	378	6.3e-106	386.3
ENSMUST00000081927.2	51.5	377	3	72	1202	1	374	1.1e-105	385.6
ENSMUST00000107233.8	94.0	517	3	570	2120	30	546	9.1e-279	961.4
ENSMUST00000107233.8	91.3	518	3	570	2120	29	546	1.6e-270	934.1
ENSMUST00000107233.8	87.7	513	3	585	2120	50	562	1.5e-257	891.0
ENSMUST00000107233.8	83.9	497	3	588	2075	3	494	1.9e-236	820.8
ENSMUST00000107233.8	71.8	478	3	573	1988	36	513	1.3e-192	675.2
ENSMUST00000006838.15	90.2	775	3	378	2702	1	775	0.0e+00	1435.6
ENSMUST00000006838.15	89.9	775	3	378	2702	1	775	0.0e+00	1434.5
ENSMUST00000006838.15	56.8	787	3	378	2699	1	777	2.1e-259	896.7
ENSMUST00000006838.15	55.2	784	3	378	2687	1	779	4.6e-246	852.4
ENSMUST00000006838.15	45.3	793	3	360	2699	1	774	2.3e-189	664.1
ENSMUST00000107654.7	95.0	1126	1	118	3495	1	1126	0.0e+00	2116.3
ENSMUST00000107654.7	76.7	1129	1	118	3495	1	1129	0.0e+00	1713.0
ENSMUST00000107654.7	31.8	340	1	187	1179	15	348	1.9e-41	173.3
ENSMUST00000107654.7	31.7	341	1	214	1218	25	359	2.5e-41	172.9
ENSMUST00000107654.7	30.6	327	1	229	1176	39	352	6.3e-24	115.2
ENSMUST00000102499.7	94.6	239	2	263	979	1	239	5.5e-121	436.4
ENSMUST00000102499.7	93.3	239	2	263	979	1	239	3.0e-119	430.6
ENSMUST00000102499.7	90.4	239	2	263	979	1	239	4.8e-117	423.3
ENSMUST00000102499.7	73.2	239	2	263	979	1	238	1.9e-89	331.6
ENSMUST00000102499.7	66.9	239	2	263	979	1	238	1.1e-81	305.8
ENSMUST00000110492.1	86.6	1168	1	874	4374	1	1168	0.0e+00	1998.0
ENSMUST00000110492.1	68.2	1407	1	256	4374	3	1395	0.0e+00	1796.2
ENSMUST00000110492.1	45.8	476	1	3064	4362	1272	1720	7.3e-103	377.5
ENSMUST00000110492.1	44.9	470	1	3064	4362	1283	1731	8.1e-102	374.0
ENSMUST00000110492.1	37.8	90	1	4099	4362	372	459	1.1e-05	54.7
ENSMUST00000059617.1	83.8	309	1	67	993	4	312	1.5e-143	510.4
ENSMUST00000059617.1	79.0	309	1	67	993	4	312	2.4e-136	486.5
ENSMUST00000059617.1	57.1	308	1	70	990	5	312	3.8e-94	346.3
ENSMUST00000059617.1	57.4	298	1	100	990	1	298	2.5e-90	333.6
ENSMUST00000059617.1	54.9	306	1	67	984	4	309	2.8e-89	330.1
ENSMUST00000004379.7	100.0	244	1	136	867	1	244	9.8e-138	491.1
ENSMUST00000004379.7	88.9	244	1	136	867	1	244	1.1e-123	444.5
ENSMUST00000004379.7	59.6	240	1	172	867	17	252	5.3e-75	282.7
ENSMUST00000004379.7	55.9	222	1	211	867	10	231	5.9e-66	252.7
ENSMUST00000004379.7	52.3	214	1	256	867	39	252	2.7e-55	217.2
ENSMUST00000142039.7	84.1	309	2	140	1066	1	308	2.2e-135	484.6
ENSMUST00000142039.7	64.3	311	2	140	1066	1	303	4.0e-92	340.9
ENSMUST00000142039.7	37.2	231	2	1727	2407	710	940	1.2e-43	179.9
ENSMUST00000142039.7	37.7	231	2	1727	2407	717	947	5.8e-43	177.6
ENSMUST00000142039.7	35.9	231	2	1727	2407	701	931	2.9e-42	175.3
ENSMUST00000128479.1	100.0	253	1	412	1170	22	274	2.9e-154	546.2
ENSMUST00000128479.1	73.6	258	1	412	1170	22	275	2.7e-107	390.2
ENSMUST00000128479.1	73.3	255	1	412	1170	22	275	2.1e-104	380.6
ENSMUST00000128479.1	70.0	253	1	412	1170	22	252	2.3e-98	360.5
ENSMUST00000128479.1	41.1	214	1	598	1170	702	912	8.5e-29	129.4
ENSMUST00000180044.7	96.3	268	1	472	1275	159	426	1.1e-144	515.8
ENSMUST00000180044.7	95.9	268	1	472	1275	159	426	5.6e-144	513.5
ENSMUST00000180044.7	94.0	268	1	472	1275	159	426	1.1e-142	509.2
ENSMUST00000180044.7	67.1	231	1	472	1149	169	399	1.9e-83	312.4
ENSMUST00000180044.7	67.1	231	1	472	1149	169	399	1.9e-83	312.4
ENSMUST00000193335.1	56.7	263	1	1	774	95	352	1.4e-64	247.7
ENSMUST00000193335.1	56.0	241	1	67	774	124	360	8.9e-59	228.4
ENSMUST00000193335.1	56.4	241	1	67	774	124	360	1.2e-58	228.0
ENSMUST00000193335.1	55.2	241	1	67	774	124	360	3.7e-57	223.0
ENSMUST00000193335.1	55.2	241	1	67	774	124	360	3.7e-57	223.0
ENSMUST00000125810.1	100.0	51	1	211	363	1	51	2.9e-20	99.4
ENSMUST00000125810.1	92.2	51	1	211	363	1	51	9.4e-19	94.4
ENSMUST00000125810.1	76.5	51	1	211	363	1	51	1.8e-14	80.1
ENSMUST00000125810.1	74.5	51	1	211	363	1	51	1.2e-13	77.4
ENSMUST00000125810.1	76.0	50	1	211	360	1	50	1.6e-13	77.0
ENSMUST00000000808.7	100.0	738	2	104	2317	1	738	0.0e+00	1552.7
ENSMUST00000000808.7	53.5	664	2	152	2113	16	653	2.3e-192	674.1
ENSMUST00000000808.7	32.6	92	2	1505	1777	920	1011	9.5e-05	50.8
ENSMUST00000000808.7	30.4	92	2	1505	1777	920	1011	6.1e-04	48.1
ENSMUST00000207999.1	64.5	172	1	100	603	11	182	4.2e-48	192.6
ENSMUST00000207999.1	40.7	145	1	88	507	1815	1958	3.7e-12	73.2
