ENST00000449992.5	94.9	487	1	43	1503	194	680	2.1e-269	929.1
ENST00000449992.5	93.2	487	1	43	1503	194	680	1.8e-265	916.0
ENST00000449992.5	93.2	487	1	43	1503	194	680	1.8e-265	916.0
ENST00000449992.5	56.0	502	1	43	1497	144	629	2.6e-147	523.5
ENST00000449992.5	55.3	503	1	43	1497	144	630	9.3e-145	515.0
ENST00000534633.5	85.9	163	3	120	608	2	164	2.6e-69	263.1
ENST00000534633.5	85.9	163	3	120	608	2	164	2.6e-69	263.1
ENST00000534633.5	85.3	163	3	120	608	2	164	7.4e-69	261.5
ENST00000534633.5	84.0	163	3	120	608	2	164	1.4e-67	257.3
ENST00000534633.5	70.3	165	3	120	608	2	161	6.3e-52	205.3
ENST00000523588.1	97.3	37	1	40	150	338	374	1.4e-16	87.4
ENST00000523588.1	97.3	37	1	40	150	338	374	1.4e-16	87.4
ENST00000523588.1	94.6	37	1	40	150	338	374	1.8e-16	87.0
ENST00000523588.1	83.8	37	1	40	150	332	368	1.1e-13	77.8
ENST00000523588.1	83.8	37	1	40	150	331	367	1.1e-13	77.8
ENST00000569394.5	97.2	176	2	38	565	1391	1566	1.4e-93	343.6
ENST00000569394.5	76.7	176	2	38	565	1384	1559	1.1e-74	280.8
ENST00000569394.5	78.2	170	2	56	565	1391	1560	3.2e-74	279.3
ENST00000393583.6	96.7	1088	3	528	3791	1	1088	0.0e+00	2236.8
ENST00000393583.6	93.8	992	3	816	3791	39	1030	0.0e+00	2003.0
ENST00000393583.6	61.1	987	3	819	3770	30	1015	0.0e+00	1362.4
ENST00000393583.6	60.8	987	3	819	3770	30	1015	0.0e+00	1354.0
ENST00000393583.6	60.6	990	3	819	3770	30	1018	0.0e+00	1345.1
ENST00000631818.1	92.8	194	2	14	595	73	266	2.4e-96	352.8
ENST00000631818.1	71.9	192	2	44	595	52	242	1.7e-65	250.4
ENST00000368414.6	100.0	248	3	240	983	295	542	8.3e-153	542.0
ENST00000368414.6	98.0	248	3	240	983	268	515	3.5e-151	536.6
ENST00000368414.6	83.9	248	3	240	983	35	282	3.3e-133	476.9
ENST00000368414.6	26.9	182	3	255	761	657	823	1.2e-13	79.7
ENST00000368414.6	35.7	84	3	474	719	133	216	1.6e-10	69.3
ENST00000254079.8	78.4	204	2	470	1081	1	204	1.2e-80	302.4
ENST00000254079.8	71.6	204	2	470	1081	1	202	2.0e-69	265.0
ENST00000254079.8	65.9	205	2	470	1081	1	205	1.3e-63	245.7
ENST00000254079.8	65.5	200	2	470	1066	1	193	2.5e-59	231.5
ENST00000254079.8	75.2	117	2	473	823	1	117	2.6e-40	168.3
ENST00000445474.2	72.1	140	2	155	574	1	133	2.4e-45	183.3
ENST00000445474.2	84.1	69	2	368	574	71	139	1.1e-26	121.3
ENST00000445474.2	50.0	46	2	437	574	51	96	7.2e-05	48.9
ENST00000445474.2	44.0	50	2	425	574	51	100	1.6e-04	47.8
ENST00000445474.2	42.0	50	2	425	574	35	84	2.1e-04	47.4
ENST00000244230.6	78.8	416	2	1136	2383	262	677	2.7e-165	583.9
ENST00000244230.6	69.5	417	2	1136	2383	264	677	2.8e-138	494.2
ENST00000244230.6	33.4	302	2	1148	2032	233	501	1.4e-28	129.8
ENST00000244230.6	34.7	213	2	1424	2038	298	510	2.4e-25	119.0
ENST00000301904.3	93.2	455	3	21	1385	1	455	1.8e-236	820.8
ENST00000301904.3	84.2	455	3	21	1385	1	455	2.0e-214	747.7
ENST00000301904.3	25.9	444	3	69	1385	2	441	4.6e-38	161.8
ENST00000301904.3	26.5	442	3	69	1385	2	441	1.5e-36	156.8
ENST00000301904.3	25.9	441	3	69	1385	2	441	9.7e-36	154.1
ENST00000444776.1	60.4	159	3	129	593	1	148	5.2e-43	175.6
ENST00000444776.1	83.7	86	3	129	386	1	86	2.0e-34	147.1
ENST00000444776.1	82.6	86	3	129	386	1	86	7.6e-34	145.2
ENST00000444776.1	80.2	86	3	129	386	1	86	3.8e-33	142.9
ENST00000444776.1	80.2	86	3	129	386	1	86	3.8e-33	142.9
ENST00000368332.7	98.9	461	1	79	1446	3	463	4.6e-274	944.9
ENST00000368332.7	98.0	461	1	79	1446	3	463	2.5e-272	939.1
ENST00000368332.7	94.7	457	1	91	1446	7	460	2.1e-258	892.9
ENST00000368332.7	91.1	461	1	88	1455	6	463	8.4e-252	870.9
ENST00000368332.7	90.8	458	1	88	1446	6	460	2.4e-251	869.4
ENST00000510878.1	95.5	110	1	76	405	50	159	3.3e-54	213.4
ENST00000510878.1	82.7	110	1	76	405	50	152	3.1e-44	180.3
ENST00000510878.1	64.9	111	1	76	405	50	160	1.9e-33	144.4
ENST00000510878.1	66.1	112	1	76	405	50	161	1.6e-32	141.4
ENST00000510878.1	50.0	102	1	76	360	52	153	9.9e-19	95.5
ENST00000517745.1	100.0	73	2	2	220	58	130	1.5e-38	160.2
ENST00000517745.1	100.0	73	2	2	220	58	130	1.5e-38	160.2
ENST00000517745.1	97.3	73	2	2	220	58	130	4.8e-37	155.2
ENST00000517745.1	94.5	73	2	2	220	58	130	7.0e-36	151.4
ENST00000517745.1	93.2	73	2	2	220	58	130	2.0e-35	149.8
ENST00000429075.1	92.2	206	3	240	857	1	206	1.2e-99	364.4
ENST00000429075.1	87.4	206	3	240	857	1	206	2.5e-94	346.7
ENST00000429075.1	51.2	207	3	240	857	1	205	8.7e-47	188.7
ENST00000429075.1	50.2	215	3	231	857	2	206	5.6e-46	186.0
ENST00000429075.1	60.6	165	3	369	857	43	207	1.5e-43	177.9
ENST00000524061.1	73.8	42	2	14	136	116	157	4.1e-08	59.3
ENST00000524061.1	64.1	39	2	14	127	116	154	9.4e-05	48.1
ENST00000524061.1	64.1	39	2	14	127	116	154	9.4e-05	48.1
ENST00000475532.1	100.0	67	1	217	417	157	223	2.7e-33	142.9
ENST00000475532.1	83.3	66	1	217	414	99	164	7.0e-26	118.2
ENST00000475532.1	81.8	66	1	217	414	99	164	3.5e-25	115.9
ENST00000477960.1	68.0	203	3	33	641	857	1020	7.1e-69	261.9
ENST00000477960.1	66.5	203	3	33	641	862	1025	7.9e-68	258.5
ENST00000477960.1	64.5	203	3	33	641	841	1004	6.3e-65	248.8
ENST00000477960.1	49.5	192	3	33	608	879	1030	1.0e-46	188.3
ENST00000477960.1	49.5	192	3	33	608	876	1027	1.3e-46	188.0
ENST00000477386.1	100.0	157	3	252	722	1	157	4.7e-86	318.9
ENST00000477386.1	59.9	152	3	267	722	2	153	7.8e-41	168.7
ENST00000477386.1	46.1	152	3	264	719	4	147	7.1e-26	119.0
ENST00000423664.5	100.0	153	1	334	792	34	186	9.1e-83	308.1
ENST00000423664.5	77.8	153	1	334	792	34	184	6.3e-60	232.3
ENST00000423664.5	69.9	153	1	334	792	34	180	4.9e-52	206.1
ENST00000436577.3	99.4	316	3	384	1331	154	469	5.0e-184	647.1
ENST00000436577.3	99.4	316	3	384	1331	108	423	5.0e-184	647.1
ENST00000436577.3	99.1	316	3	384	1331	136	451	6.5e-184	646.7
ENST00000436577.3	99.1	316	3	384	1331	153	468	1.4e-183	645.6
ENST00000436577.3	98.7	316	3	384	1331	154	469	4.2e-183	644.0
ENST00000335854.8	93.7	587	1	52	1701	1	587	0.0e+00	1109.4
ENST00000335854.8	90.1	587	1	52	1701	1	587	1.2e-305	1049.7
ENST00000335854.8	86.4	587	1	52	1701	1	587	1.2e-300	1033.1
ENST00000335854.8	87.6	587	1	52	1701	1	587	7.8e-300	1030.4
ENST00000335854.8	87.3	582	1	67	1701	1	582	5.6e-298	1024.2
ENST00000366090.6	100.0	110	3	405	734	1	110	1.9e-50	200.7
ENST00000366090.6	76.4	110	3	405	734	1	110	4.1e-37	156.4
ENST00000366090.6	57.1	91	2	110	370	102	192	1.7e-19	97.8
ENST00000366090.6	75.9	58	1	121	294	60	117	6.5e-19	95.9
ENST00000366090.6	67.2	67	2	110	310	113	179	2.6e-15	84.0
ENST00000614889.1	88.8	339	2	29	991	1	339	8.8e-168	592.0
ENST00000614889.1	63.9	305	2	29	895	1	305	1.5e-103	378.6
ENST00000614889.1	42.9	233	2	29	670	1	230	4.4e-42	174.5
ENST00000614889.1	42.2	230	2	29	670	1	230	4.4e-42	174.5
ENST00000614889.1	36.9	295	2	17	853	15	289	2.4e-40	168.7
ENST00000569635.1	85.7	35	-1	105	1	6	40	6.1e-10	65.5
ENST00000569635.1	85.7	35	-1	105	1	18	52	8.0e-10	65.1
ENST00000569635.1	85.7	35	-1	105	1	323	357	1.0e-09	64.7
ENST00000569635.1	80.0	35	-1	105	1	57	91	8.8e-09	61.6
ENST00000569635.1	69.2	39	-1	117	1	989	1027	8.8e-09	61.6
ENST00000593700.5	100.0	135	2	317	721	585	719	5.6e-78	292.7
ENST00000593700.5	81.5	135	2	317	721	586	720	6.6e-63	242.7
ENST00000593700.5	39.2	125	2	347	721	692	815	2.4e-20	101.3
ENST00000593700.5	39.2	125	2	347	721	698	821	2.4e-20	101.3
ENST00000593700.5	39.2	125	2	347	721	698	821	3.1e-20	100.9
ENST00000524095.5	99.3	134	2	311	709	148	281	7.6e-73	275.0
ENST00000524095.5	99.3	134	2	311	709	148	281	7.6e-73	275.0
ENST00000524095.5	99.3	134	2	311	709	148	281	7.6e-73	275.0
ENST00000524095.5	99.3	134	2	311	709	148	281	7.6e-73	275.0
ENST00000524095.5	94.8	134	2	311	709	126	259	1.8e-69	263.8
ENST00000549856.5	89.4	123	3	426	794	1	123	2.0e-54	214.2
ENST00000549856.5	28.8	153	3	285	737	373	519	1.3e-05	52.0
ENST00000482623.5	100.0	108	2	302	625	41	148	1.8e-57	223.8
ENST00000482623.5	70.9	103	2	317	625	45	147	3.8e-36	152.9
ENST00000482623.5	59.1	110	2	296	625	43	152	2.0e-32	140.6
ENST00000482623.5	57.3	110	2	296	625	43	152	4.4e-32	139.4
ENST00000482623.5	57.3	110	2	296	625	43	152	4.4e-32	139.4
ENST00000557425.1	83.4	157	3	111	581	463	619	2.8e-73	276.2
ENST00000557425.1	67.3	171	3	93	581	437	607	3.0e-59	229.6
ENST00000557425.1	61.4	171	3	93	581	436	605	3.3e-50	199.5
ENST00000557425.1	60.9	174	3	93	581	434	606	4.3e-50	199.1
ENST00000557425.1	33.1	148	3	135	578	480	622	2.2e-17	90.5
ENST00000513890.1	89.0	310	1	589	1518	95	404	6.5e-162	572.0
ENST00000513890.1	76.7	202	1	589	1185	95	295	4.9e-85	316.6
ENST00000513890.1	77.0	200	1	595	1185	97	295	1.9e-84	314.7
ENST00000513890.1	44.0	364	1	595	1515	115	474	2.6e-78	294.3
ENST00000513890.1	43.4	378	1	595	1515	101	477	8.4e-77	289.3
ENST00000503389.1	100.0	61	1	103	285	33	93	1.3e-26	120.2
ENST00000503389.1	100.0	61	1	103	285	33	93	1.3e-26	120.2
ENST00000503389.1	98.4	61	1	103	285	33	93	4.8e-26	118.2
ENST00000503389.1	96.7	61	1	103	285	33	93	8.2e-26	117.5
ENST00000503389.1	96.7	61	1	103	285	33	93	1.8e-25	116.3
ENST00000393272.7	88.8	732	3	99	2294	1	732	0.0e+00	1284.2
ENST00000393272.7	86.4	418	3	1035	2288	146	563	5.9e-214	745.7
ENST00000393272.7	82.6	420	3	1035	2291	267	686	5.9e-206	719.2
